,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
117,643,12/1/2014 00:53:59,12/1/2014 01:04:42,296,Division St & Bowery,40.71413089,-73.99704679999999,445,E 10 St & Avenue A,40.72740794,-73.98142006,18870,Subscriber,1989.0,1
118,633,12/1/2014 00:54:01,12/1/2014 01:04:34,404,9 Ave & W 14 St,40.7405826,-74.00550867,375,Mercer St & Bleecker St,40.72679454,-73.99695094,14954,Subscriber,1974.0,1
119,763,12/1/2014 00:54:03,12/1/2014 01:06:46,358,Christopher St & Greenwich St,40.73291553,-74.00711384,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,18368,Subscriber,1981.0,1
120,276,12/1/2014 00:54:13,12/1/2014 00:58:49,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,391,Clark St & Henry St,40.69760127,-73.99344559,15437,Subscriber,1994.0,2
121,683,12/1/2014 00:57:43,12/1/2014 01:09:06,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,305,E 58 St & 3 Ave,40.76095756,-73.96724467,18959,Subscriber,1980.0,1
122,488,12/1/2014 00:58:49,12/1/2014 01:06:57,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,433,E 13 St & Avenue A,40.72955361,-73.98057249,18165,Subscriber,1973.0,2
123,1615,12/1/2014 00:59:25,12/1/2014 01:26:20,372,Franklin Ave & Myrtle Ave,40.694528000000005,-73.958089,372,Franklin Ave & Myrtle Ave,40.694528000000005,-73.958089,19249,Customer,,0
124,240,12/1/2014 00:59:55,12/1/2014 01:03:55,499,Broadway & W 60 St,40.76915505,-73.98191841,449,W 52 St & 9 Ave,40.76461837,-73.98789473,21426,Subscriber,1977.0,1
125,401,12/1/2014 01:00:59,12/1/2014 01:07:40,403,E 2 St & 2 Ave,40.72502876,-73.99069656,295,Pike St & E Broadway,40.71406667,-73.99293911,15358,Subscriber,1989.0,1
126,183,12/1/2014 01:02:06,12/1/2014 01:05:09,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,444,Broadway & W 24 St,40.742354299999995,-73.98915076,18003,Subscriber,1974.0,1
127,342,12/1/2014 01:05:28,12/1/2014 01:11:10,415,Pearl St & Hanover Square,40.7047177,-74.00926027,363,West Thames St,40.70834698,-74.01713445,20941,Subscriber,1974.0,1
128,882,12/1/2014 01:05:44,12/1/2014 01:20:26,362,Broadway & W 37 St,40.75172632,-73.98753523,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15757,Subscriber,1991.0,1
129,146,12/1/2014 01:06:12,12/1/2014 01:08:38,428,E 3 St & 1 Ave,40.72467721,-73.98783413,432,E 7 St & Avenue A,40.72621788,-73.98379855,19707,Subscriber,1976.0,2
130,1707,12/1/2014 01:07:14,12/1/2014 01:35:41,517,Pershing Square South,40.751581,-73.97791,385,E 55 St & 2 Ave,40.75797322,-73.96603308,18612,Customer,,0
